Question,Answer
SEGUROS  08 Tenho classe maxima de bonus no meu seguro auto Nunca tive sinistro Farei a renovacao do seguro nas mesmas condicoes contratuais O preco do meu seguro ficara mais barato em funcao do bonus,Depende O bonus influencia positivamente na composicao do preco do seguro mas nao necessariamente sera fator determinante para que o valor do seguro seja menor uma vez que o calculo de seguro leva em consideracao outras variaveis
SEGUROS  09 Como faco para acionar um guincho,Ja instalou o aplicativo BB Seguro AutoPara voce que contratou um seguro para Auto o acionamento via aplicativo e rapido e facilVoce tambem podera fazer a solicitacao do guincho por meio do telefonenbsp 08007751532 11 40021532 ou 08007755045 para deficientes auditivos ou de fala
SEGUROS  10 Posso usar um guincho de forma particular e solicitar reembolso Meu seguro tem limite de utilizacao para a assistencia de guincho,Nao O contrato de seguro nao preve reembolso para este tipo de evento exceto se houver autorizacao previa da seguradoraExiste sim limitacao quanto ao uso do guincho Os servicos de reboque ou transporte em virtude de pane eletrica ou mecanica estao limitados a um total de 05 cinco eventos durante a vigencia da apolice independentemente do servico solicitado
SEGUROS  11 Os reparos do meu veiculo nao ficaram dentro do que eu esperava Como devo proceder,Neste caso voce deve entrar em contato imediatamente com o nosso SAC por meio do telefone 0800 570 7042 e agendar uma vistoria de qualidade
SEGUROS  12 Optei por pagar meu seguro BB Seguro Auto em varias parcelas O que acontece quando deixo de pagar,O nao pagamento de qualquer parcela na data de vencimento implica a reducao da vigencia do seguro de acordo com a Tabela de Prazo Curto disponivel no Manual do SeguradoNa contratacao do BB Seguro Auto Modalidade Mensal o nao pagamento de uma das mensalidades implica o cancelamento imediato do seguro
SEGUROS  13 Quais alteracoes na apolice do BB Seguro Auto devo comunicar a seguradora,Nos casos de substituicao de veiculo alteracao de dados cadastrais mudanca de endereco de estado civil numero de telefone contratacao substituicao ou cancelamento de algum servico ou de alguma garantia da coberturaapolice e alteracoes de dados dos principais condutores informados no Questionario de Avaliacao de Risco QAR
SEGUROS  14 Como consultar a situacao atual do meu seguro AutoVidaResidencial,Nos casos de substituicao de veiculo alteracao de dados cadastrais mudanca de endereco de estado civil numero de telefone contratacao substituicao ou cancelamento de algum servico ou de alguma garantia da coberturaapolice e alteracoes de dados dos principais condutores informados no Questionario de Avaliacao de Risco QAR
SEGUROS  15 O que e uma vistoria previa Nao fiz a vistoria mas a parcela foi debitada O que devo fazer,A vistoria previa e um instrumento para a Seguradora avaliar a aceitacao ou nao do risconbspCaso a vistoria nao tenha sido realizada seu seguro sera cancelado e a parcela devolvidanbsp
SEGUROS  16 Como solicitar 2 via do boleto do meu seguro auto,Voce deve acessar o site wwwbbcombr buscar 2 via de boleto ou clicar na lupa e digitar 2 via de boleto A consulta deve ser feita com o CPFCNPJ do Sacado e Nosso Numero sem o Digito VerificadorDV informando os dados do boleto e o codigo da imagem e clicar em Confirmar
SEGUROS  17 Tenho um seguro de vida e o premio foi reajustado Como entender esta atualizacao,Tanto o capital segurado quanto o premio sao reajustados anualmente pelo IGPM e pelo fator anual estabelecido de acordo com a idade do seguradoEssa informacao encontrase detalhada nas Condicoes Gerais disponivel em wwwbbseguroscombrnbsp
SEGUROS  18 Como consultar todas as coberturas oferecidas no meu seguro AutoVidaResidencial,E muito importante que voce tome conhecimento das Condicoes Gerais do contrato de segurosVoce pode ter acesso a esse documento por meio dos sites wwwbbseguroscombr ou wwwbbcombr acessando o produto desejado e clicando na aba Condicoes Gerais ou por meio de qualquer Agencia BBVoce ainda tem as Centrais de Atendimento a sua disposicao para consultar todas as coberturas e assistencias no telefone 08007751532 no caso de seguro auto e no telefone 08007297000 para demais seguros
SEGUROS  19 Tenho um seguro residencial Ele sera renovado automaticamente,Sim O seguro e renovado nas mesmas condicoes da propostaapolice do ano anteriorCaso cliente queira efetuar alguma alteracao na apolice devera ligar na Central de Atendimento no telefone 08007297000 ou entrar em contato com sua agencia 
01 Tenho uma conta correntepoupanca Quantos servicos posso usar sem ser cobrado,A quantidade de servicos disponiveis vai depender do Pacote de Servicos contratado por vocePara consultar seu Pacote pela internet acesse a aba Tarifas gt Consultasnbsp
OUTROS PAGAMENTOS  01 Fiz um pagamento e preciso da segunda via do comprovante,Se o pagamento foi feito com debito na conta corrente voce pode obter a segunda via do comprovante diretamente pela internet acessando a aba Pagamentos gt Solicitacoes diversas gt 2 via de comprovantesnbspTambem e possivel visualizar o comprovante ao lado do lancamento diretamente no extrato da conta via Portal BBnbsp
01 Fiz um deposito pelo terminal de autoatendimento e o credito nao foi realizado O que devo fazer,Para o deposito ser processado na mesma data o envelope deve ser inserido no caixa eletronico ate o final do expediente de atendimento ao publico da agencia sendo conferido e processado ate as 2359 hsnbspdo mesmo dianbspApos o expediente bancario sabados domingos e feriados o deposito sera conferido e processado ate asnbsp2359 hs do primeiro dia util subsequente horario de Brasilia  DFnbspCaso o prazo esteja esgotado e o credito ainda nao tenha sido realizado prossiga com o registro dessa ocorrencia acrescentando os seguintes dados na sua demanda n do terminal n do envelope data e valorO processamento do deposito pode ser acompanhado nos canais BB Aplicativo BB no celular Portal BB wwwbbcombr Caixa Eletronico Central de atendimento BB 40030148 capitais e regioes metropolitanas ou 08007290148 demais localidades
02 Tentei realizar um saque em um Terminal de Autoatendimento do BB Caixa Eletronico porem as cedulas nao sairam Como proceder,Nos casos de saques em conta correntepoupancabeneficio INSS efetuados em terminais do BB que tenham problema com retencao de cedulas consulte o extrato apos alguns minutos para verificar se nao houve correcao automatica Caso nao tenha ocorrido registre ocorrencia no proprio caixa eletronico ou pela Central de AtendimentoNos casos de saques em beneficios de outros convenios federaisestaduaismunicipais registre ocorrencia pela Central de AtendimentoPara agilizar a analise da sua ocorrencia informar n do terminal valor retido valor recebido e da data da tentativa de realizacao desse saque
03 Efetuei um saque em um terminal do Banco 24Horas e o dinheiro nao saiu O que devo fazer,O Terminal do Banco 24 horas disponibiliza as opcoes de solicitacao de reembolso de cedula retidanbspSe o saque foi realizado na mesma data aguarde 24 horas pois a regularizacao geralmente ocorre no processamento noturno Caso o saque nao seja revertido ate o proximo dia util orientamos que registre a contestacao na empresa TecBan pelo telefone 0800562400 Atendimento 24 horas por dia 7 dias por semana ou pelo site wwwtecbancombr aba Atendimento clicar na opcao Atendimento ao cliente e preencha o formulario com os dados solicitados com prazo de solucao de um dia util conforme informacao da empresa TecBan
04 O Terminal de autoatendimento BB apresentou mau funcionamento quando eu realizava uma transacao O que devo fazer,Geralmente o sistema do BB realiza automaticamente os acertos ate o dia util seguinte da data dessa transacaonbspCaso nao ocorra esse ajuste prossiga com o registro da ocorrencia acrescentando no relato da sua demanda os seguintes dados n do terminal data e a transacao nao realizada com sucessonbsp
05 Tentei realizar um saque mas o caixa eletronico esta sem cedulas Como faco para realizar esse saque,Encontre o BB mais proximo de voce no endereco encontreobbcombrVale destacar que as Casas Lotericas e a rede Banco 24 horas tambem oferecem aos clientes do BB a possibilidade de realizar essa transacaonbsp
OUTROS SAQUES  01 Quero saber se tenho direito ao saque de Abono do PASEP,Para o Abono e necessario ser inscrito ha pelo menos 5 anos no PIS ou PASEP ter sido nomeado em cargo publico no minimo ha 30 dias no ano base e ter recebido media salarial de 2 salarios minimosnbspO extrato do PASEP pode ser obtido em qualquer agencia BB
OUTROS CONTA CORRENTE  01 Como obter extrato de conta corrente ou poupanca dos mesesanos anteriores,Voce pode obter o extrato de sua conta corrente dos ultimos 5 anos ou da poupanca dos ultimos 3 anos diretamente no Portal BB clicando em Contacorrente gt ExtratonbspPara periodos superiores o extrato podera ser solicitado em qualquer agencia BB
OUTROS EMPRESTIMO  01 Como saber quantas parcelas faltam para acabar meu emprestimo,E possivel consultar no extrato de sua operacao de credito a quantidade de parcelas restantes o dia do debito e o valor de sua prestacao acesse na Internet a aba Emprestimos gt Solicitacoes diversas gt Extrato de Emprestimos e Financiamentos ou ainda voce pode ligar Central de Atendimento do BB pelo telefone 40040001 capitais ou regioes metropolitanas 0800 729 0001 demais localidades e tambem nas agencias BBnbspPara saber o valor previsto para liquidacao na data exceto Credito Consignado acesse Solucao de Dividas gt Situacao das suas dividas gt Consulta
SOLUCAO DE DIVIDAS  11 Onde posso emitir segunda via do boleto referente ao acordo realizado,O Banco do Brasil disponibiliza os seguintes canais para gerar a segunda via do boleto Acesse sua conta corrente atraves do portal BB digite no campo Ache facil o que voce procura a palavra solucao e escolha Solucao de dividas  Dividas atrasadas  Emissao de 2 via de divida ja parcelada Voce sera direcionado para emissao do boleto Autoatendimento Mobile Atraves do aplicativo do Banco para celulares gt Solucao de Dividas  voce podera agendar o pagamento da parcela Gerenciador Financeiro para clientes PJ
SOLUCAO DE DIVIDAS  12 Onde posso obter o codigo de barras do boleto e em quais locais posso efetuar o pagamento,O codigo de barras pode ser obtido nos seguintes canais nbsp Contate a Central de regularizacao de dividas pelo telefone 0800 729 5353 de segunda a sabado exceto feriados das 8 as 21h Aceita chamadas de telefone celular Contate o SAC pelo telefone 0800 729 0722 de segunda a sexta exceto feriados das 7 as 21hnbspnbspO pagamento portando apenas o numero do codigo de barras pode ser feito no TAA no site do BB na internet Central de Atendimento BB desde que possua o codigo de 4 digitos Celular autorizado ou se possuir conta em outro banco Para o pagamento no Guiche do Caixa o cliente precisa ter o boleto em maos que pode ser impresso na Internet e no Atendimento em qualquer agencia BB
SOLUCAO DE DIVIDAS  13 Qual o prazo para pagamento do boleto vencido,O pagamento dos boletos dos acordos realizados atraves do Portal Solucao de Dividas pode ser realizado ate a data de vencimento indicada em qualquer Banco Lotericas ou Correspondentes BancariosApos o vencimento o boleto deve ser pago exclusivamente no Banco do Brasil ate o prazo de 10 dias corridos apos o vencimento para acordos contratados ate 01062016 25 dias corridos apos o vencimento para acordos contratados a partir de 02062016Nos seguintes canaisnbsp Agencia Guiche do Caixa acordos contratados ate 18092016 Auto Atendimento Internet Mobile e TAA Acordos contratados a partir de 19092016nbsp
